username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink
Option_Sniper,option_snipper,2017-06-06 21:25,6,31,"GOLDEN RULE: absolutely do NOT get greedy growing ur acct. cash out profits progressively to TRULY LOCK gains. no RUSH making $. $ tsla $ nvda https:// twitter.com/option_snipper /status/872118940092293120 …",,,,"872119871047380992",https://twitter.com/option_snipper/status/872119871047380992
Business Insider,businessinsider,2017-06-06 20:50,23,36,"Tesla is trading at all time highs $ TSLA http:// read.bi/2r1Rimm pic.twitter.com/HqLdcaXiAV",,,,"872111001642184704",https://twitter.com/businessinsider/status/872111001642184704
Carl Quintanilla,carlquintanilla,2017-06-06 20:31,33,45,"Tesla hits $354 - a new high dating back to 2010 IPO. Now up 1,960% from IPO price of $17. $ TSLA @CNBC pic.twitter.com/BCA7bANWh6",,@CNBC,,"872106192746799106",https://twitter.com/carlquintanilla/status/872106192746799106
StockTwits,StockTwits,2017-06-06 20:03,59,96,"Elon is woke af. $ TSLA https:// new.stocktwits.com/events/62254/t esla-ceo-elon-musk-says-he-doesnt-wear-underwear-and-that-it-may-have-helped-the-stock-price-tsla … pic.twitter.com/8hAruLaFIo",,,,"872099105820069889",https://twitter.com/StockTwits/status/872099105820069889
FOX Business,FoxBusiness,2017-06-06 19:25,20,31,"Stocks at all-time highs: $ AMZN $ TSLA $ NFLX pic.twitter.com/VkUCoIDdYs",,,,"872089677246992384",https://twitter.com/FoxBusiness/status/872089677246992384
Tesla News,TeslaModelSNews,2017-06-06 18:52,4,9,"#Tsla #Tesla #bull case #raised to $439 at #Pacific #Crest -- #26.5% #above its #current #level http://www. marketwatch.com/News/Story/Sto ry.aspx?guid=4794FC17-42D3-4269-A902-1530578C6A45&siteid=yhoof2&yptr=yahoo …",,,#Tsla #Tesla #bull #raised #Pacific #Crest #26 #above #current #level,"872081285010694144",https://twitter.com/TeslaModelSNews/status/872081285010694144
StockTwits,StockTwits,2017-06-06 18:10,60,87,"Stocks that hit all-time highs Monday • $ MSFT • $ NVDA • $ FB • $ PYPL • $ TSLA • $ SBUX • $ V • $ NFLX • $ AMZN • $ GOOGL https:// stocktwits.com/lamonicabuzz/m essage/85048478?utm_medium=community-twitter&utm_source=twitter.com&utm_campaign=outboundteam …",,,,"872070648394379264",https://twitter.com/StockTwits/status/872070648394379264
Bertel Schmitt 🎩🎩,BertelSchmitt,2017-06-06 15:05,5,12,"$ tsla effectively locked out of a Chinese market it desperately needs https://www. forbes.com/sites/bertelsc hmitt/2017/06/06/teslas-big-china-chances-indefinitely-on-hold/#6a085283616b … pic.twitter.com/mjNDH7RAN3",,,#6a085283616b,"872024191075274752",https://twitter.com/BertelSchmitt/status/872024191075274752
Electrek.Co,ElectrekCo,2017-06-06 04:03,36,120,"Tesla's stock $ TSLA hits all-time high going into shareholders meeting https:// electrek.co/2017/06/05/tes la-stock-tsla-all-time-high-shareholders-meeting/ …",,,,"871857482829885440",https://twitter.com/ElectrekCo/status/871857482829885440
Kim Klaiman,SteadyOptions_,2017-06-06 03:29,18,8,"When I want to gamble I go to Vegas. Don't confuse gambling with investing. $ TSLA https:// twitter.com/tradingnation/ status/871815834078982144 …",,,,"871848947240906754",https://twitter.com/SteadyOptions_/status/871848947240906754
EVANNEX for Tesla,evannex_com,2017-06-06 02:34,5,15,"A really cool commercial from @MKBHD showing his #Tesla in action, watch here: http:// ow.ly/4ULg30cl7JW $ TSLA #TeslaMotors #ElectricVehicle",,@MKBHD,#Tesla #TeslaMotors #ElectricVehicle,"871835169547833346",https://twitter.com/evannex_com/status/871835169547833346
John F. Carter,johnfcarter,2017-06-06 02:26,6,27,"For traders who keep shorting $ TSLA - pic.twitter.com/0Abfm56GZS",,,,"871833238137864192",https://twitter.com/johnfcarter/status/871833238137864192
Trading Nation,TradingNation,2017-06-06 01:17,5,10,"Here's @toddgordontrade 's plan to triple his money by betting on $ TSLA http:// cnb.cx/2rXjZ8U pic.twitter.com/i35w6Q1Btd",,@toddgordontrade,,"871815834078982144",https://twitter.com/TradingNation/status/871815834078982144
Joe Kunkle,OptionsHawk,2017-06-06 01:03,8,9,"$ TSLA highs, this week $350 calls trading 11K contracts on the day",,,,"871812195058954240",https://twitter.com/OptionsHawk/status/871812195058954240
StockTwits,StockTwits,2017-06-06 01:01,101,97,"ALL-TIME HIGHS TODAY $ FB $154.71 $ NFLX $165.50 $ TSLA $346.96 $ AMZN $1,013.15 $ GOOGL $1,007.40 https:// stocktwits.com/charliebilello /message/85005328?utm_medium=community-twitter&utm_source=twitter.com&utm_campaign=outboundteam …",,,,"871811803730333696",https://twitter.com/StockTwits/status/871811803730333696
StockTwits,StockTwits,2017-06-06 00:17,44,61,"Tesla just did that. It's now up 1,706% since its 2010 IPO. $ TSLA https:// stocktwits.com/symbol/TSLA?ut m_medium=community-twitter&utm_source=twitter.com&utm_campaign=outboundteam … pic.twitter.com/UW0Qayt9zZ",,,,"871800600362721280",https://twitter.com/StockTwits/status/871800600362721280
Isco,isco__,2017-06-05 23:16,762,2610,"BREAKING: $ TSLA stocks see record high as CEO Elon Musk confirms he goes commando. More at 11. pic.twitter.com/qwFSOUEaBw",,,,"871785275877228544",https://twitter.com/isco__/status/871785275877228544
Montana Skeptic,MontanaSkeptic1,2017-06-05 22:37,9,17,"$ TSLA won't produce 5,000 Model 3 cars per week at Fremont for a simple reason: it's not possible in that factory. https:// seekingalpha.com/article/407879 5-tesla-cars-easy-total-expensive-repair …",,,,"871775421200814081",https://twitter.com/MontanaSkeptic1/status/871775421200814081
EVANNEX for Tesla,evannex_com,2017-06-05 22:13,5,15,"Check out some of these custom #Tesla modifications, view here: http:// ow.ly/RmyC30ckyoY $ TSLA #TeslaMotors #ElectricVehicle #ElonMusk",,,#Tesla #TeslaMotors #ElectricVehicle #ElonMusk,"871769444879654914",https://twitter.com/evannex_com/status/871769444879654914
CNNMoney Investing,CNNMoneyInvest,2017-06-05 18:17,4,5,"Toyota and Tesla aren't so friendly these days: http:// money.cnn.com/2017/06/05/inv esting/toyota-sells-tesla-stake/index.html … by @AlecMac11 $ TM $ TSLA",,@AlecMac11,,"871709943245799426",https://twitter.com/CNNMoneyInvest/status/871709943245799426
ISO 14001,eriz35,2017-06-05 17:47,3,29,"$ TSLA , the "just do the damn math" and "physics first" company, calling an actuarial table FAKE NEWS is just too much irony for me rn",,,,"871702512667111424",https://twitter.com/eriz35/status/871702512667111424
The Bitcoin Kid,TheStockKid,2017-06-05 11:49,6,11,"Keep Tesla on your screen this week. $ TSLA pic.twitter.com/dPJLuXKC00",,,,"871612372233867264",https://twitter.com/TheStockKid/status/871612372233867264
Magsieeeeeeee 🍕❤,magalysuper,2017-06-05 09:45,2,13,"17 days to reunite with the squad! I can't wait to hug each and every single one of you! #TSLA #TWITTERFAM pic.twitter.com/G1IZU7QiG4",,,#TSLA #TWITTERFAM,"871581299634348034",https://twitter.com/magalysuper/status/871581299634348034
Kirill Klip, private account,kirillklip,2017-06-05 02:30,43,25,"Awakening: #Tesla Model 3 And The Hot Summer 2017 For The #Lithium Supply Chain http:// kirillklip.blogspot.com/2017/06/awaken ing-tesla-model-3-and-hot-summer.html#.WTRwv0-Bq8k.twitter … #BYD #Ganfeng #SQM #ILC #Tesla $ TSLA pic.twitter.com/HnLDLiEH4r",,,#Tesla #Lithium # #BYD #Ganfeng #SQM #ILC #Tesla,"871471710553427978",https://twitter.com/kirillklip/status/871471710553427978
StockTwits,StockTwits,2017-06-05 02:14,16,28,"If you missed it, this is the new StockTwits Power Rankings. Each month we're dropping a new list https:// medium.com/stocktwits/sto cktwits-june-2017-power-rankings-10-stocks-you-have-to-watch-a1e82b4cddf8 … $ BBRY $ SHOP $ TSLA",,,,"871467685145698305",https://twitter.com/StockTwits/status/871467685145698305
Ryan Mallory,SharePlanner,2017-06-04 11:35,9,5,"You have to stay emotionally strong in all markets - here's how #stocks #psychology $ TSLA $ SNAP $ ARRS http:// bit.ly/2kV2NtG",,,#stocks #psychology,"871246391179456512",https://twitter.com/SharePlanner/status/871246391179456512
CuppyCakes Crypto ⚡️,ElixiumCrypto,2017-06-04 01:02,52,68,"http://www. elixiumcapital.com/bitcoin/ #Trading with #Bitcoin @elixiumbitcoin #Forex #Stocks $ ES $ CL $ GC $ GOOG $ AAPL $ TSLA $ SPY $ QQQ #Blockchain #Crypto pic.twitter.com/AJvg9QkQmk",,@elixiumbitcoin,#Trading #Bitcoin #Forex #Stocks #Blockchain #Crypto,"871087227425746944",https://twitter.com/ElixiumCrypto/status/871087227425746944
EVANNEX for Tesla,evannex_com,2017-06-03 23:28,9,18,"#TeslaModelS sales are crushing the German competition, read here: http:// ow.ly/KLBA30chVkH $ TSLA #TeslaMotors #Tesla #ElectricVehicle",,,#TeslaModelS #TeslaMotors #Tesla #ElectricVehicle,"871063594519187456",https://twitter.com/evannex_com/status/871063594519187456
Bertel Schmitt 🎩🎩,BertelSchmitt,2017-06-03 13:35,15,23,"Well-placed source @ToyotaMotorCorp : "Except for $ tsla 's paperless office, we saw nothing worth copying." http://www. reuters.com/article/us-toy ota-tesla-idUSKBN18U05E?il=0 …",,@ToyotaMotorCorp,,"870914318543470595",https://twitter.com/BertelSchmitt/status/870914318543470595
Teslaliving,teslaliving,2017-06-02 22:00,4,14,"$ TSLA current stock price: $341.89. #Tesla #TeslaStock #bot pic.twitter.com/JAqVPfQUro",,,#Tesla #TeslaStock #bot,"870678906751275011",https://twitter.com/teslaliving/status/870678906751275011
StockTwits,StockTwits,2017-06-02 20:29,8,27,"We launched a new series called the StockTwits Power Rankings 10 stocks you have to watch this month https:// medium.com/stocktwits/sto cktwits-june-2017-power-rankings-10-stocks-you-have-to-watch-a1e82b4cddf8 … $ SHOP $ TSLA",,,,"870656121639493633",https://twitter.com/StockTwits/status/870656121639493633
Wall of Trump,bmpererz,2017-06-02 10:33,4,20,"Exactly! Time to short overvalued fantasy stock TSLA @TeslaMotors when the government handouts cease and @elonmusk wishes he stuck w/ #TRUMP",,@TeslaMotors @elonmusk,#TRUMP,"870506183244750852",https://twitter.com/bmpererz/status/870506183244750852
Option_Sniper,option_snipper,2017-06-02 08:06,2,26,"$ amzn $ googl $ nflx $ cmg $ baba $ fb $ nvda all setting up bullish for Friday. $ tsla hard to say. If pulls back, must hold above 338.",,,,"870469206525050880",https://twitter.com/option_snipper/status/870469206525050880
Larry Thompson,LarryT1940,2017-06-02 05:10,14,8,"Not directly but through SpaceX of which Tesla ( TSLA ) has ownership, as well as with Solar City. Elon Musk would be the holding company. https:// twitter.com/CSM79RV7/statu s/870421799883780096 …",,,,"870424910191095808",https://twitter.com/LarryT1940/status/870424910191095808
Hotep Jesus 🧠,VibeHi,2017-06-02 03:56,7,22,"You're #FakeNews Go do your Googles! 1. Electromaglev 2. Hydro power 3. Solar power 4. Wind power 5. $ TSLA https:// twitter.com/jenniferohjenn i/status/870405501967794176 …",,,#FakeNews,"870406197316288512",https://twitter.com/VibeHi/status/870406197316288512
Larry Thompson,LarryT1940,2017-06-02 03:41,64,79,"Re: #Elon_Musk , I encourage those of you that own #Tesla stock #TSLA 2 sell your holdings & not support any of #Musk 's projects or efforts pic.twitter.com/DBHR25bQ33",,,#Elon_Musk #Tesla #TSLA #Musk,"870402345150156800",https://twitter.com/LarryT1940/status/870402345150156800
Lawrence McDonald,Convertbond,2017-06-02 03:17,11,25,"Tesla $ TSLA equity is up 80% since @elonmusk arrived on @realDonaldTrump 's biz devel council, I wonder how it will perform on his exit :)",,@elonmusk @realDonaldTrump,,"870396381026013186",https://twitter.com/Convertbond/status/870396381026013186
speedius,speedius,2017-06-02 03:16,2,13,"$ TSLA won't be affected by Paris Agreements because the company is an operating system for stock gains. Discuss.",,,,"870396227090759680",https://twitter.com/speedius/status/870396227090759680
Barbarian Capital,BarbarianCap,2017-06-02 01:54,6,38,"$ TSLA trying to be The Official Automobile of The Resistance™; an honor currently held by 2005 Subaru Wagons with Coexist stickers",,,,"870375543329501191",https://twitter.com/BarbarianCap/status/870375543329501191
Terrible Terry,phemale61,2017-06-02 01:50,5,5,"Elon Musk is officially leaving Trump's advisory councils after US withdraws from Paris http:// read.bi/2qLugjA via @clusterstock $ TSLA",,@clusterstock,,"870374522012225536",https://twitter.com/phemale61/status/870374522012225536
Chet Stedman,PSBCap,2017-06-02 01:37,1,9,"$ TSLA .... needs ..... government .... subsidies ... to .... survive https:// twitter.com/elonmusk/statu s/870369915894546432 …",,,,"870371249515409408",https://twitter.com/PSBCap/status/870371249515409408
Dividend Master,DividendMaster,2017-06-02 01:01,4,24,"rather certain $ TSLA longs have no clue yet how bad it is for their subsidy driven business to have Trump as prez",,,,"870362180516007938",https://twitter.com/DividendMaster/status/870362180516007938
Yahoo Finance,YahooFinance,2017-06-02 00:31,7,6,"Investors pick Tesla's promise over GM's steady profits http:// bit.ly/2rf2saL $ TSLA $ GM pic.twitter.com/u4btV1OEIL",,,,"870354632454918145",https://twitter.com/YahooFinance/status/870354632454918145
JE$US,WallStJesus,2017-06-02 00:11,5,9,"TODAY'S ACTIVE FLOW >> $ BAC $ AAPL $ TSLA $ FB $ MU $ BBRY $ BABA $ JPM $ WLL $ MSFT $ AMZN $ X $ WYNN $ LULU $ VRX $ GS $ NFLX $ UPS pic.twitter.com/qBcNZqQb2h",,,,"870349551860887552",https://twitter.com/WallStJesus/status/870349551860887552
FOX Business,FoxBusiness,2017-06-01 21:47,8,12,"Tesla, Amazon, Netflix headed for a 1-day 10% drop: Marc Faber $ TSLA $ AMZN $ NFLX http:// fxn.ws/2rJFGZY",,,,"870313350835687425",https://twitter.com/FoxBusiness/status/870313350835687425
Jesse Colombo,TheBubbleBubble,2017-06-01 19:55,22,34,"New Warning Signs Emerge For Subprime Auto Securitizations: http://www. zerohedge.com/news/2017-05-3 1/new-warning-signs-emerge-subprime-auto-securitizations … $ F $ GM $ TSLA pic.twitter.com/fL58LDa3K9",,,,"870285207882133504",https://twitter.com/TheBubbleBubble/status/870285207882133504
InternationalLithium,ILCtsxv,2017-06-01 18:54,8,5,"Strategic Partnership with #Ganfeng #Lithium $ LIT #Mining #Argentina #CTMS http:// internationallithium.com #ILC $ ILC.v #batteries #renewables #TSLA pic.twitter.com/znYxv2e7tp",,,#Ganfeng #Lithium #Mining #Argentina #CTMS #ILC #batteries #renewables #TSLA,"870269880544759808",https://twitter.com/ILCtsxv/status/870269880544759808
jeff,JeffCNYC,2017-06-01 16:22,5,18,"How dare you put $ tsla subsidies at risk? https:// twitter.com/dcexaminer/sta tus/869995926365929472 …",,,,"870231567859425280",https://twitter.com/JeffCNYC/status/870231567859425280
sam,smartertrader,2017-06-01 05:49,3,11,"if Googl Waymo worth 70b as MS Adam Jonas says then tsla worth 70b. Same tech and 2 yr edge at 70b tsla stk at 500. Only SAM knows this",,,,"870072311642288128",https://twitter.com/smartertrader/status/870072311642288128
Tesla Owners Club BE,TeslaClubBE,2017-06-01 02:05,6,50,"Life is great at 341,01 USD $ TSLA pic.twitter.com/kv9tayQn95",,,,"870015975298433024",https://twitter.com/TeslaClubBE/status/870015975298433024
Option_Sniper,option_snipper,2017-06-01 01:28,2,14,"$ TSLA $ CMG two names that are really strong today! Holding tons of calls into tmr!!",,,,"870006592875319298",https://twitter.com/option_snipper/status/870006592875319298
=^..^=,LibertyLynx,2017-06-01 01:19,3,11,"And then let's see how $ tsla survives without government subsidies. Hint: They can't. So HA! @elonmusk https:// twitter.com/i/moments/8699 82509538398209 …",,@elonmusk,,"870004345516851200",https://twitter.com/LibertyLynx/status/870004345516851200
Matt Foley,chaulpurch,2017-06-01 00:43,5,30,"Turn off TSLA subsidies",,,,"869995371463933952",https://twitter.com/chaulpurch/status/869995371463933952
Johns Charts,johnscharts,2017-05-31 22:39,12,35,"$ TSLA monthly moving out of massive base on expanding volume pic.twitter.com/jocTdS4Y3T",,,,"869963980038524928",https://twitter.com/johnscharts/status/869963980038524928
J.C. Parets,allstarcharts,2017-05-31 21:21,6,21,"Energy stocks nose-diving, particularly on a relative basis, while $ TSLA screams to new all-time highs gets me thinking. Interesting right?",,,,"869944447487758336",https://twitter.com/allstarcharts/status/869944447487758336
J.C. Parets,allstarcharts,2017-05-31 21:09,3,22,""the bigger the base, the higher in space" is how I learned it...... cc: $ TSLA",,,,"869941509411315716",https://twitter.com/allstarcharts/status/869941509411315716
StockStream,stockstream,2017-05-31 20:50,7,58,"$ TSLA sold a couple of these shares and made a profit. Amazing! pic.twitter.com/shDiNocYZX",,,,"869936646296190977",https://twitter.com/stockstream/status/869936646296190977
Chess,chessNwine,2017-05-31 20:39,11,33,"$ TSLA can squeeze even more once shorts start to covfefe",,,,"869933961341960192",https://twitter.com/chessNwine/status/869933961341960192
Realist,TeslaAgnostic,2017-05-31 20:13,23,40,"$ TSLA officialy ahead of BMW in Terms of Market cap, now only VW/Daimler/Toyota ahead, but few well placed tweets should move it to Nr. 2",,,,"869927198903468033",https://twitter.com/TeslaAgnostic/status/869927198903468033
Jesse Colombo,TheBubbleBubble,2017-05-31 20:00,18,35,"Debt pile-up in U.S. car market sparks subprime fear: https://www. ft.com/content/bab491 98-3f98-11e7-9d56-25f963e998b2 … $ F $ GM $ TSLA pic.twitter.com/xeTmZMr0Zx",,,,"869924084708245504",https://twitter.com/TheBubbleBubble/status/869924084708245504
Phil LeBeau,Lebeaucarnews,2017-05-31 19:45,6,11,"With $ TSLA hitting another record high of almost $340, Morgan Stanley says high valuation fuels belief "Tesla is the Amazon of transport."",,,,"869920177969909760",https://twitter.com/Lebeaucarnews/status/869920177969909760
CuppyCakes Crypto ⚡️,ElixiumCrypto,2017-05-31 10:12,56,57,"http://www. elixiumcapital.com/bitcoin/ #Trading with #Bitcoin @elixiumbitcoin #Forex #Stocks $ ES $ CL $ GC $ GOOG $ AAPL $ TSLA $ SPY $ QQQ #Blockchain #Crypto pic.twitter.com/76gfrfeiFZ",,@elixiumbitcoin,#Trading #Bitcoin #Forex #Stocks #Blockchain #Crypto,"869776088716779520",https://twitter.com/ElixiumCrypto/status/869776088716779520
Jake Goeddeke,Jake_Goeddeke,2017-05-31 03:25,4,17,"Ever since @elonmusk started dating Amber Heard $ TSLA has gone up 7% but his cool factor has gone up 1000%",,@elonmusk,,"869673734956875776",https://twitter.com/Jake_Goeddeke/status/869673734956875776
EVANNEX for Tesla,evannex_com,2017-05-31 02:15,22,20,"Good news for #Tesla as it turns out gas cars are dirtier than we thought, read here: http:// ow.ly/IevR30cawOb $ TSLA #TeslaMotors #ElonMusk",,,#Tesla #TeslaMotors #ElonMusk,"869655969013395456",https://twitter.com/evannex_com/status/869655969013395456
Bertel Schmitt 🎩🎩,BertelSchmitt,2017-05-31 02:10,5,24,"Unsurprisingly, $ tsla shipments to China crashed in April to a few hundred. JLWarren has the data",,,,"869654719731343360",https://twitter.com/BertelSchmitt/status/869654719731343360
Option Millionaires,OMillionaires,2017-05-31 01:17,6,22,"Comical 4 wrong years later put $ F on cover and then say will outperform $ TSLA - love @barronsonline … it’s just the #maddencovercurse pic.twitter.com/xO3W5Ij5V7",,@barronsonline,#maddencovercurse,"869641463356948480",https://twitter.com/OMillionaires/status/869641463356948480
StockTwits,StockTwits,2017-05-31 01:05,39,51,"Tesla hit all-time highs again today. It's up 56% THIS YEAR alone. That's about $20 billion in market cap https:// stocktwits.com/jackdamn/messa ge/84500817?utm_medium=community-twitter&utm_source=twitter.com&utm_campaign=outboundteam … $ TSLA",,,,"869638325895917568",https://twitter.com/StockTwits/status/869638325895917568
Melissa Lee,MelissaLeeCNBC,2017-05-31 00:43,10,23,"$ TSLA fresh intraday record high today, and on track for a record close. https:// twitter.com/Teslarati/stat us/869630101901541376 …",,,,"869632903759769600",https://twitter.com/MelissaLeeCNBC/status/869632903759769600
Fundamental Investor,fundiescapital,2017-05-30 21:19,6,13,"love the bull case here from Social Capital: $ TSLA pic.twitter.com/LxlUeaxwLd",,,,"869581653131251716",https://twitter.com/fundiescapital/status/869581653131251716
Joe Lowry,globallithium,2017-05-29 16:28,4,13,"The #lithium world gathers in Montreal this week. #Quebec $ TSLA @BloombergNEF $ PLS "The Lithium "Confessional" https://www. linkedin.com/pulse/lithium- confessional-joe-lowry … pic.twitter.com/4mOdmp1JET",,@BloombergNEF,#lithium #Quebec,"869145977638322176",https://twitter.com/globallithium/status/869145977638322176
Justin Pulitzer,JustinPulitzer,2017-05-29 10:41,12,21,"Weekend Review VIDEO 5/28: $ VIX $ TLT $ GBTC $ SPY $ IWM $ QQQ $ AAPL $ AMZN $ FB $ NFLX $ GOOGL $ TSLA $ NVDA $ DECK $ PYPL $ ULTA https:// youtu.be/1iEw0Wg6nVk",,,,"869058472008183808",https://twitter.com/JustinPulitzer/status/869058472008183808
Option_Sniper,option_snipper,2017-05-29 10:09,2,20,"$ TSLA weekly 5ma will move to around 320. IF hike & fade against 327.66 resist, a pullback to 319-320 will be GIFT for re-entry. https:// twitter.com/option_snipper /status/869049080424660993 …",,,,"869050467447439360",https://twitter.com/option_snipper/status/869050467447439360
Option_Sniper,option_snipper,2017-05-29 10:03,6,24,"$ TSLA super bullish run past 3 days to break downtrend. SECOND HIGHEST closing on Fri. IF break ATH 327.66 on heavy vol, see 336 quick. pic.twitter.com/kGQaIqMDZf",,,,"869049080424660993",https://twitter.com/option_snipper/status/869049080424660993
Demilly // Torie👅,ForeveLovatic,2017-05-29 08:46,2,13,"y'all don't even know what TSLA has in store for y'all",,,,"869029685031600130",https://twitter.com/ForeveLovatic/status/869029685031600130
Bertel Schmitt 🎩🎩,BertelSchmitt,2017-05-29 08:40,5,15,"$ tsla Model 3 "unique" dash looks like designed in Communist East Germany, and Baghdad Bob loves it https:// electrek.co/2017/05/28/tes la-model-3-interior-dashboard/ …",,,,"869028259672899584",https://twitter.com/BertelSchmitt/status/869028259672899584
Ted Zack, Analyst,tzack16,2017-05-29 04:20,6,3,"Christopher Lord slashes Advanced Micro Devices; bets on Tesla; Nvidia http:// buff.ly/2rU3zeh #Investing $ TSLA $ NVDA pic.twitter.com/ZHqxKoRkJx",,,#Investing,"868962599051939841",https://twitter.com/tzack16/status/868962599051939841
Electric Road Trip,EVehicular,2017-05-29 02:48,8,8,"Tesla has the greatest story in the history of cars — and that should terrify automakers ( TSLA ,... http:// read.bi/2qxa4lr",,,,"868939465154285568",https://twitter.com/EVehicular/status/868939465154285568
EVANNEX for Tesla,evannex_com,2017-05-29 02:07,8,13,"What features will #TeslaModel3 owners seek out? Here's some clues: http:// ow.ly/1Kkh30c6VfO $ TSLA #TeslaMotors #Tesla #ElectricVehicle",,,#TeslaModel3 #TeslaMotors #Tesla #ElectricVehicle,"868929138547195904",https://twitter.com/evannex_com/status/868929138547195904
Ryan Mallory,SharePlanner,2017-05-28 23:25,9,2,"As per the usual, February was another month of trading in the SharePlanner Splash Zone $ FB $ TSLA $ GOOGL $ GS $ NFLX http:// bit.ly/2oTTfEa",,,,"868888351084040193",https://twitter.com/SharePlanner/status/868888351084040193
Downtown Josh Brown,ReformedBroker,2017-05-28 21:49,358,676,"$ GM sold 3 million cars last year. $ TSLA sold 76,000 cars last year. They’re both valued at $50 billion. http://www. businessinsider.com/tesla-success- hurt-ford-and-could-hurt-more-automakers-2017-5 …",,,,"868864324487479298",https://twitter.com/ReformedBroker/status/868864324487479298
fred hickey,htsfhickey,2017-05-28 16:12,31,50,""Smart money" guys making preparations to "buy low." Dumbest money doing the opposite:piling into TSLA ,NVDA & FANG http://www. marketwatch.com/story/why-one- hedge-fund-titan-is-bracing-for-all-hell-to-break-lose-on-wall-street-2017-05-26 …",,,,"868779544001601537",https://twitter.com/htsfhickey/status/868779544001601537
TSLA Lacrosse,TSLA_Lacrosse,2017-05-28 06:01,3,13,"You won't want to miss this one! https:// twitter.com/ncaa_lax/statu s/868578242046906369 …",,,,"868625680170352640",https://twitter.com/TSLA_Lacrosse/status/868625680170352640
EVANNEX for Tesla,evannex_com,2017-05-28 02:54,1,12,"Electric cars aren't just in CA, #Tesla owners are flourishing in places like Tennessee, read here: http:// ow.ly/DeGP30c6a3A $ TSLA #ElonMusk",,,#Tesla #ElonMusk,"868578698966036484",https://twitter.com/evannex_com/status/868578698966036484
Barron's,barronsonline,2017-05-27 19:37,6,5,". @Ford ’s New CEO Has His Eye Firmly on the Future—and Self-Driving Cars. Move Over, Tesla. http:// on.barrons.com/2r6RtP4 $ F $ TSLA pic.twitter.com/qrfZiddSVS",,@Ford,,"868468798243975169",https://twitter.com/barronsonline/status/868468798243975169
Johns Charts,johnscharts,2017-05-27 15:30,6,23,"$ TSLA monthly massive base pic.twitter.com/X9afLE0Yn3",,,,"868406632178384896",https://twitter.com/johnscharts/status/868406632178384896
Ihor Dusaniwsky,ihors3,2017-05-27 00:21,6,13,"$ TSLA short interest is $9.9 billion, down $7 million, or -0.1%, in May. YTD MTM P/L is down $3.7 billion, or -42%. @S3Partners pic.twitter.com/Z7FBIKo49o",,@S3Partners,,"868177801073053696",https://twitter.com/ihors3/status/868177801073053696
JE$US,WallStJesus,2017-05-26 23:20,6,13,"$ TSLA 6/2 $327.5 C see some BUYING come in ..",,,,"868162454592909312",https://twitter.com/WallStJesus/status/868162454592909312
Melissa Lee,MelissaLeeCNBC,2017-05-26 16:27,15,27,""Base Model 3, as of now, will start at 60kWh. This capacity comes in higher than what we original expected " $ TSLA https:// twitter.com/teslarati/stat us/868057656681930754 …",,,,"868058588408930306",https://twitter.com/MelissaLeeCNBC/status/868058588408930306
Ryan Mallory,SharePlanner,2017-05-26 14:19,8,4,"Trying to always get out of the top will kill your returns - here's how I do it: #stocks #profits $ AAPL $ BIDU $ TSLA http:// bit.ly/2kVj41H",,,#stocks #profits,"868026167839907840",https://twitter.com/SharePlanner/status/868026167839907840
sam,smartertrader,2017-05-26 07:43,3,17,"Nvda w tsla are the only 2 truly NEW world changing tech company's.. Amzn doesn't count they already great",,,,"867926556668182529",https://twitter.com/smartertrader/status/867926556668182529
Mark B. Spiegel,markbspiegel,2017-05-26 06:26,3,6,"`Gas Apocalypse' Looms Amid Power Plant Construction Boom https://www. bloomberg.com/news/articles/ 2017-05-23/-gas-apocalypse-looms-amid-power-plant-construction-boom … @42 CENTS/WATT, HOW DOES SOLAR COMPETE? $ TSLA pic.twitter.com/YIcaCSZzPd",,@42,,"867907242837889024",https://twitter.com/markbspiegel/status/867907242837889024
Montana Skeptic,MontanaSkeptic1,2017-05-26 05:10,8,16,"$ TSLA : there is never just one lie; there is never just a little fraud. https:// teslamotorsclub.com/tmc/threads/bo ught-a-inventory-vehicle-it-was-driven-prior-to-delivery-and-damaged-in-the-process-help.90273/ …",,,,"867888031931539457",https://twitter.com/MontanaSkeptic1/status/867888031931539457
EVANNEX for Tesla,evannex_com,2017-05-26 02:11,9,17,"Figure out how much it costs to charge a #Tesla each month, read here: http:// ow.ly/fTPC30c39jW $ TSLA #TeslaMotors #ElectricVehicle #ElonMusk",,,#Tesla #TeslaMotors #ElectricVehicle #ElonMusk,"867843154770309121",https://twitter.com/evannex_com/status/867843154770309121
Drugdoctor1,Drugdoctor2014,2017-05-26 01:19,3,2,"$ ICNB .01 - When is oversold - OVERSOLD?? AMZN $ TSLA $ WMT $ TGT $ NVDA $ SPY $ GLD $ EBAY $ AAPL $ FB $ TWTR $ GS $ S $ GOOG $ DIS $ IBM $ MSFT $ BIDU $ VZ pic.twitter.com/Sk7gjIzKG4",,,,"867830006604484608",https://twitter.com/Drugdoctor2014/status/867830006604484608
TheStreet,TheStreet,2017-05-25 23:53,5,9,"Tesla will begin to deliver the Model 3 to customers on July 1 http:// bit.ly/2rZBmCb $ TSLA",,,,"867808343921917953",https://twitter.com/TheStreet/status/867808343921917953
